City,LAT,LON,Area,Type,Name,Artists,Address,City2,State,Zip,Year,Participant,desc1,desc2,url,partner,funder,LAT,LON
Louisville,38.20955475,-85.82213356,Visual Art Education,Children’s Fine Art Classes,CFAC @ Cane Run Elementary,Alyson Thiel,3951 Cane Run Rd,Louisville,Kentucky,40216,2016,13,placeholder 66,placeholder 64,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.20955475,-85.82213356
Louisville,38.20091965,-85.70191074,Visual Art Education,Children’s Fine Art Classes,CFAC @ Allgeier Community Center,Wilma Bethel,4101 Cadillac Ct,Louisville,Kentucky,40213,2015,31,placeholder 67,placeholder 65,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.20091965,-85.70191074
Louisville,38.20091965,-85.70191074,Visual Art Education,Children’s Fine Art Classes,CFAC @ Allgeier Community Center,Wilma Bethel,4101 Cadillac Ct,Louisville,Kentucky,40213,2016,31,placeholder 68,placeholder 66,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.20091965,-85.70191074
New Albany,38.34806,-85.816212,Visual Art Education,The Academy,Studio Art LVA @ Indiana University Southeast,Dean Mistler,4201 Grant Line Rd,New Albany,Indiana,47150,2015,14,placeholder 69,placeholder 67,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.34806,-85.816212
New Albany,38.34551047,-85.81645649,Visual Art Education,The Academy,Studio Art LVA @ Indiana University Southeast,Dean Mistler,4202 Grant Line Rd,New Albany,Indiana,47150,2016,14,placeholder 70,placeholder 68,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.34551047,-85.81645649
New Albany,38.3454907,-85.81645924,Visual Art Education,Children’s Fine Art Classes,CFAC @ Indiana University Southeast,Elizabeth Hertle,4203 Grant Line Rd,New Albany,Indiana,47150,2015,30,placeholder 71,placeholder 69,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.3454907,-85.81645924
New Albany,38.34547093,-85.81646199,Visual Art Education,Children’s Fine Art Classes,CFAC @ Indiana University Southeast,Elizabeth Hertle,4204 Grant Line Rd,New Albany,Indiana,47150,2016,30,placeholder 72,placeholder 70,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.34547093,-85.81646199
Louisville,38.30727405,-85.53477938,Visual Art Education,Children’s Fine Art Classes,CFAC @ Chancey Elementary School,Angela Diehlman,4301 Murphy Ln,Louisville,Kentucky,40241,2015,15,placeholder 73,placeholder 71,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.30727405,-85.53477938
Louisville,38.30727405,-85.53477938,Visual Art Education,Children’s Fine Art Classes,CFAC @ Chancey Elementary School,Angela Diehlman,4301 Murphy Ln,Louisville,Kentucky,40241,2016,15,placeholder 74,placeholder 72,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.30727405,-85.53477938
Louisville,38.2244813,-85.76417659,Visual Art Education,Children’s Fine Art Classes,CFAC @ Cochran Elementary School,Annette Cable,500 W. Gaulbert Ave,Louisville,Kentucky,40208,2015,22,placeholder 77,placeholder 73,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2244813,-85.76417659
Louisville,38.2244813,-85.76417659,Visual Art Education,Children’s Fine Art Classes,CFAC @ Cochran Elementary School,Annette Cable,500 W. Gaulbert Ave,Louisville,Kentucky,40208,2016,22,placeholder 78,placeholder 74,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2244813,-85.76417659
Louisville,38.1769922,-85.66596178,Visual Art Education,Children’s Fine Art Classes,CFAC @ Price Elementary School,Emily Jarboe,5001 Garden Green Way,Louisville,Kentucky,40218,2015,15,placeholder 79,placeholder 75,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1769922,-85.66596178
Louisville,38.1769922,-85.66596178,Visual Art Education,Children’s Fine Art Classes,CFAC @ Price Elementary School,Emily Jarboe,5001 Garden Green Way,Louisville,Kentucky,40218,2016,15,placeholder 80,placeholder 76,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1769922,-85.66596178
Louisville,38.1375118,-85.85504734,Visual Art Education,Children’s Fine Art Classes,CFAC @ Eisenhower Elementary School,Jennifer Yankey,5300 Jessamine Lane,Louisville,Kentucky,40205,2015,25,placeholder 81,placeholder 77,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1375118,-85.85504734
Louisville,38.1375118,-85.85504734,Visual Art Education,Children’s Fine Art Classes,CFAC @Eisenhower Elementary School,Jennifer Yankey,5300 Jessamine Lane,Louisville,Kentucky,40205,2016,25,placeholder 82,placeholder 78,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.1375118,-85.85504734
Louisville,38.2335495,-85.7455472,Visual Art Education,Children’s Fine Art Classes,CFAC @ Shelby Park Community Center,Amanda Thompson,600 E. Oak Street,Louisville,Kentucky,40203,2015,27,placeholder 83,placeholder 79,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2335495,-85.7455472
Louisville,38.2335495,-85.7455472,Visual Art Education,Children’s Fine Art Classes,CFAC @ Shelby Park Community Center,Amanda Thompson,600 E. Oak Street,Louisville,Kentucky,40203,2016,27,placeholder 84,placeholder 80,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2335495,-85.7455472
Louisville,38.28316345,-85.62470027,Visual Art Education,The Academy,Painting 2 @ Ballard High School,Dennis Whitehouse,6000 Brownsboro Rd.,Louisville,Kentucky,40222,2016,13,placeholder 86,placeholder 82,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.28316345,-85.62470027
Louisville,38.28316345,-85.62470027,Visual Art Education,The Academy,Painting 2 @ Ballard High School,Dennis Whitehouse,6000 Brownsboro Rd.,Louisville,Kentucky,40222,2015,13,placeholder 85,placeholder 81,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.28316345,-85.62470027
Crestwood,38.320585,-85.4772929,Visual Art Education,Children’s Fine Art Classes,CFAC @ South Oldham Middle School,Kari Haan,6403 KY-146,Crestwood,Kentucky,40026,2015,14,placeholder 87,placeholder 83,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.320585,-85.4772929
Crestwood,38.320585,-85.4772929,Visual Art Education,Children’s Fine Art Classes,CFAC @ South Oldham Middle School,Kari Haan,6403 KY-146,Crestwood,Kentucky,40026,2016,14,placeholder 88,placeholder 84,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.320585,-85.4772929
Louisville,38.2838905,-85.61933716,Visual Art Education,Children’s Fine Art Classes,CFAC @ Kammerer Middle School,Ann Sturdevant,7315 Wesboro Road,Louisville,Kentucky,40222,2015,29,placeholder 89,placeholder 85,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2838905,-85.61933716
Louisville,38.2838905,-85.61933716,Visual Art Education,Children’s Fine Art Classes,CFAC @ Kammerer Middle School,Ann Sturdevant,7315 Wesboro Road,Louisville,Kentucky,40222,2016,29,placeholder 90,placeholder 86,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2838905,-85.61933716
Louisville,38.2413676,-85.74670206,Visual Art Education,Children’s Fine Art Classes,CFAC @ Meyzeek Middle School,Wiliam Duffy,828 South Jackson Street,Louisville,Kentucky,40203,2015,23,placeholder 91,placeholder 87,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2413676,-85.74670206
Louisville,38.2413676,-85.74670206,Visual Art Education,Children’s Fine Art Classes,CFAC @ Meyzeek Middle School,Wiliam Duffy,828 South Jackson Street,Louisville,Kentucky,40203,2016,23,placeholder 92,placeholder 88,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.2413676,-85.74670206
Louisville,38.2415195,-85.7588222,Visual Art Education,The Academy,Studio Art LVA @Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2016,4,placeholder 97,placeholder 91,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2415195,-85.7588222
Louisville,38.2415195,-85.7588222,Visual Art Education,The Academy,Printmaking 1 @ Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2016,13,placeholder 98,placeholder 92,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2415195,-85.7588222
Louisville,38.2415195,-85.7588222,Visual Art Education,The Academy,Studio Art LVA @ Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2015,4,placeholder 95,placeholder 89,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2415195,-85.7588222
Louisville,38.2415195,-85.7588222,Visual Art Education,The Academy,Printmaking 1 @ Spalding University,Rudy Salgado,901 4th Street,Louisville,Kentucky,40203,2015,13,placeholder 96,placeholder 90,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.2415195,-85.7588222
Louisville,38.15625785,-85.59260047,Visual Art Education,The Academy,Studio Art LVA @Fern Creek High School,Sarah Balbach,9115 Fern Creek Road,Louisville,Kentucky,40291,2016,3,placeholder 102,placeholder 96,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.15625785,-85.59260047
Louisville,38.15625785,-85.59260047,Visual Art Education,The Academy,Studio Art LVA @ Fern Creek High School,Sarah Balbach,9115 Fern Creek Road,Louisville,Kentucky,40291,2015,3,placeholder 101,placeholder 95,http://www.louisvillevisualart.org/the-academy,Community Partners,Community Parnters,38.15625785,-85.59260047
New Albany,38.29023582,-85.83833473,Visual Art Education,Children’s Fine Art Classes,CFAC @ Scribner Middle School,Dean Mistler,917 Valley View Rd,New Albany,Indiana,47150,2015,26,placeholder 99,placeholder 93,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.29023582,-85.83833473
New Albany,38.29013027,-85.83799551,Visual Art Education,Children’s Fine Art Classes,CFAC @ Scribner Middle School,Dean Mistler,918 Valley View Rd,New Albany,Indiana,47150,2016,26,placeholder 100,placeholder 94,http://www.louisvillevisualart.org/visual-art-education,Community Partners,Community Parnters,38.29013027,-85.83799551
Louisville,38.2884022,-85.57463924,Artist Support,MAP (Mural Art Program),Westport Kroger Mural,Tracy Pennington,9501 Westport Rd,Louisville,Kentucky,40241,2017,,,,http://www.louisvillevisualart.org/kroger,,,38.2884022,-85.57463924
Louisville,38.1620579,-85.8340782,Artist Support,MAP (Mural Art Program),Dixie Highway Kroger Mural,,5244 Dixie Hwy,Louisville,Kentucky,40216,2017,,,,http://www.louisvillevisualart.org/kroger,,,38.1620579,-85.8340782
Louisville,38.2840436,-85.6307516,Artist Support,MAP (Mural Art Program),Holiday Manor,Ewa Prez & Joyce Garner,2219 Holiday Manor Center,Louisville,Kentucky,40222,2017,,,,,,,38.2840436,-85.6307516
Louisville,38.2486348,-85.7969905,Artist Support,MAP (Mural Art Program),Broadway,Ashley Cathey,2710 W Broadway,Louisville,Kentucky,40211,2017,,,,,,,38.2486348,-85.7969905
Louisville,38.1981895,-85.6633997,Artist Support,MAP (Mural Art Program),Buechel,Pat Sheehan,3616 Buechel Bypass,Louisville,Kentucky,40218,2017,,,,,,,38.1981895,-85.6633997
Louisville,38.2616801,-85.7757611,Artist Support,MAP (Mural Art Program),Louisville Visual Art,Ashley Brossart Alyx McClain,1538 Lytle St,Louisville,Kentucky,40203,2017,,,,,,,38.2616801,-85.7757611
Louisville,38.25312165,-85.73983386,Artist Support,MAP (Mural Art Program),Mapped Out Event,Karl Otto Liz Richter Vinny Kochert Pat Sheehan Braylyn Resko Stewart Alyx McClain Ashley Brossart,700 E Market St,Louisville,Kentucky,40202,2017,,,,,,,38.25312165,-85.73983386
Louisville,38.2659599,-85.6666087,Artist Support,Artists Placement Program,Sotherby's,Britney Baker,3803 Brownsboro Rd,Louisville,Kentucky,40207,2017,,,,,,,38.2659599,-85.6666087
Louisville,38.2574128,-85.758985,Artist Support,Artists Support,Louisville Ballet - Human Abstract,Andrew Cozzens Ezra Kellerman Tiffany Carbonne,501 W Main St,Louisville,Kentucky,40202,2017,,,,,,,38.2574128,-85.758985
Louisville,38.2510816,-85.77016725,Community Outreach,LVA In-School Programming,5x5 @ Coleridge-Taylor Montessori,,1115 W Chestnut St,Louisville,Kentucky,40203,2017,,,,,,,38.2510816,-85.77016725
Louisville,38.25779605,-85.82341942,Community Outreach,LVA In-School Programming,5x5 @ King Elementary,,4325 Vermont Ave,Louisville,Kentucky,40211,2017,,,,,,,38.25779605,-85.82341942
Louisville,38.2089588,-85.6374602,Community Outreach,LVA In-School Programming,5x5 @ Klondike Lane Elementary School,,3807 Klondike Ln,Louisville,Kentucky,40218,2017,,,,,,,38.2089588,-85.6374602
Louisville,38.24642911,-85.7620557,Community Outreach,LVA In-School Programming,5x5 @ Roosevelt-Perry Elementary School,,615 W Broadway,Louisville,Kentucky,40203,2017,,,,,,,38.24642911,-85.7620557
Louisville,38.19614635,-85.82467651,Community Outreach,LVA In-School Programming,5x5 @ Schaffner Traditional Elementary School,,2701 Crums Ln,Louisville,Kentucky,40216,2017,,,,,,,38.19614635,-85.82467651
Louisville,38.1914337,-85.62714428,Community Outreach,LVA In-School Programming,5x5 @ Watterson Elementary School,,3900 Breckenridge Ln,Louisville,Kentucky,40218,2017,,,,,,,38.1914337,-85.62714428
Louisville,38.273976,-85.8143319,Community Outreach,LVA In-School Programming,5x5 @ Portland Elementary School,,410 Northwestern Pkwy,Louisville,Kentucky,40212,2017,,,,,,,38.273976,-85.8143319
Louisville,38.251832,-85.7305051,Community Outreach,Art for Kosair Kids,Art Therapy w/ Home of the Innocents and Art for Kosair Kids,Lori Kelly,1100 East Market St.,Louisville,Kentucky,40206,2017,,,,,,,38.251832,-85.7305051
Louisville,38.251832,-85.7305051,Community Outreach,Art for Kosair Kids,Cardboard Carnival,Annette Cable,1100 East Market St.,Louisville,Kentucky,40206,2017,,,,,,,38.251832,-85.7305051
Brooks,38.0635212,-85.71767077,Community Outreach,LVA In-School Programming,Custom Program  @ Brooks Elementary (Bullitt Co.),,1430 Brooks Hill Rd,Brooks,Kentucky,40109,2017,,,,,,,38.0635212,-85.71767077
Louisville,38.255794,-85.7870469,Community Outreach,LVA In-School Programming,Custom Program @ Byck Elementary,,328 Cedar St,Louisville,Kentucky,40212,2017,,,,,,,38.255794,-85.7870469
Louisville,38.2362221,-85.8020759,Community Outreach,LVA In-School Programming,Custom Program @ Maupin Elementary,,1312 Catalpa St,Louisville,Kentucky,40211,2017,,,,,,,38.2362221,-85.8020759
Louisville,38.251832,-85.7305051,Community Outreach,Art for Kosair Kids,Mail Art Exchange,Annette Cable,1100 East Market St.,Louisville,Kentucky,40206,2017,,,,,,,38.251832,-85.7305051
Crestwood,38.346097,-85.4912839,Community Outreach,Art Buffet,Maryhurst @ Foxhollow Farm  - Printmaking Workshop,Jackie Pallesen - Ehren Reed - Sarah Davis,8905 KY-329,Crestwood,Kentucky,40014,2017,,,,,,,38.346097,-85.4912839
Louisville,38.2508919,-85.73812,Community Outreach,Art Buffet,ReSurfaced - Giving Tree & Mask Making,Jackie Pallesen - Ehren Reed,319 S Shelby St,Louisville,Kentucky,40202,2017,,,,,,,38.2508919,-85.73812
Louisville,38.251832,-85.7305051,Community Outreach,Art for Kosair Kids,Superhero Graphic Novel,Annette Cable,1100 East Market St.,Louisville,Kentucky,40206,2017,,,,,,,38.251832,-85.7305051
Louisville,38.2610195,-85.81525595,Community Outreach,LVA In-School Programming,TAG @ Academy @ Shawnee,,4001 Herman St,Louisville,Kentucky,40212,2017,,,,,,,38.2610195,-85.81525595
Louisville,38.24259655,-85.80667097,Community Outreach,LVA In-School Programming,TAG @ Boys and Girls Haven Alternative School,,3200 Greenwood Ave,Louisville,Kentucky,40211,2017,,,,,,,38.24259655,-85.80667097
Jeffersonville,38.33374,-85.72434886,Community Outreach,LVA In-School Programming,TAG @ Wilson Elementary (Clark Co.),,2915 Charlestown Pike,Jeffersonville,Indiana,47130,2017,,,,,,,38.33374,-85.72434886
Louisville,38.19966365,-85.7654595,Community Outreach,The View From Back Here,The View From Back Here @ Backside Learning Center & Lousiville Story Program,,3805 Southern Pkwy,Louisville,Kentucky,40214,2017,,,,,"Backside Learning Center, UPS",,38.19966365,-85.7654595
Louisville,38.260626,-85.7866299,Community Outreach,LVA In-School Programming,Western Middle School - The Little Mermaid / Broadway Across America,Ehren Reed,2201 W Main St,Louisville,Kentucky,40212,2017,,,,,,,38.260626,-85.7866299
LaGrange,38.38564,-85.442149,Visual Art Education,Children’s Fine Art Classes,CFAC @ Buckner Elementary School,Rick Ward,4307 Brown Blvd,LaGrange,Kentucky,40031,2015,,,,,,,38.38564,-85.442149
LaGrange,38.38564,-85.442149,Visual Art Education,Children’s Fine Art Classes,CFAC @ Buckner Elementary School,Rick Ward,4308 Brown Blvd,LaGrange,Kentucky,40031,2016,,,,,,,38.38564,-85.442149
Waddy,38.177056,-85.061593,Visual Art Education,Children’s Fine Art Classes,CFAC @ Heritage Elementary School,Denise McClain,8300 Frankfort Rd.,Waddy,Kentucky,40076,2015,,,,,,,38.177056,-85.061593
Waddy,38.177056,-85.061593,Visual Art Education,Children’s Fine Art Classes,CFAC @ Heritage Elementary School,Denise McClain,8301 Frankfort Rd.,Waddy,Kentucky,40076,2016,,,,,,,38.177056,-85.061593
Georgetown,38.323043,-85.932493,Visual Art Education,Children’s Fine Art Classes,CFAC @ Highlands Hills,Collin Lloyd ,3492 Edwardsville Galena Rd.,Georgetown,Indiana,47122,2015,,,,,,,38.323043,-85.932493
Georgetown,38.323043,-85.932493,Visual Art Education,Children’s Fine Art Classes,CFAC @ Highlands Hills,Collin Lloyd ,3492 Edwardsville Galena Rd.,Georgetown,Indiana,47122,2016,,,,,,,38.323043,-85.932493
Louisville,38.242525,-85.761432,Artist Support,PUBLIC,ArtxFM,Various Artists ,515 W. Breckenridge St,Louisville,Kentucky,40203,2017,,,,,,,38.242525,-85.761432
